directorid,name,rate,gross,num
80087,"Evans, David (II)",6.5,13600,1
80096,"Evans, David M. (I)",4.7,26459681,1
80178,"Evans, Marc (I)",5.2,0,1
80286,"Eveleigh, Leslie",0.0,0,1
80506,"Eyre, Chris",6.9,6719300,1
80609,"Faber, Christian (I)",6.6,0,1
80882,"Faiman, Peter",6.5,360000000,1
81150,"Falkenstein, Jun",6.1,45542421,1
81164,"Fall, Jim",6.5,2049595,1
81254,"Famuyiwa, Rick",6.3,25047631,1
81277,"Fanaka, Jamaa",8.3,662896,2
81281,"Fancher, Hampton",6.2,368808,1
81651,"Farmer, Jennifer Wynne",5.8,10508,1
81813,"Farrelly, Bobby",27.5,685895743,4
81818,"Farrelly, Peter",27.5,685895743,4
82548,"Feist, Felix E.",5.7,0,1
82756,"Fellini, Federico",22.1,756908,3
82960,"Fenton, Leslie",6.0,0,1
83109,"Ferguson, Norman (I)",29.2,44226930,4
83141,"Ferland, Guy (I)",10.2,252318,2
83624,"Ferrara, Abel",42.3,7133867,7
83871,"Ferreri, Marco (I)",7.1,125681,1
84275,"Field, Sally",4.6,3060963,1
84351,"Fiennes, Martha",6.5,206128,1
84408,"Figgis, Mike",37.3,49379980,6
84679,"Finch, Nigel",6.9,616248,1
84686,"Fincher, David",25.3,533795683,3
84839,"Finkleman, Ken",5.9,27150534,1
84899,"Finn, Will (I)",6.6,50802661,1
85288,"Fisher, Bud",7.9,0,1
85320,"Fisher, Jack (IV)",6.8,0,1
85387,"Fisher, Terence",28.3,7000000,4
85424,"Fisk, Jack",5.5,4743287,1
85550,"Fitzgerald, Thom",13.7,1201752,2
85572,"Fitzmaurice, George",7.0,0,1
85699,"Flaherty, Paul (I)",5.5,10982364,1
85853,"Fleder, Gary",13.1,85521326,2
85881,"Fleischer, Dave (I)",6.7,0,1
85889,"Fleischer, Richard",35.6,36738996,6
85912,"Fleischner, Julio de",0.0,0,1
85923,"Fleming, Andrew (I)",17.9,76719820,3
85984,"Fleming, Victor (I)",24.1,405292232,3
86000,"Flender, Rodman",6.0,4002955,1
86654,"Foley, James (I)",31.6,69202069,5
86806,"Fons, Jorge",7.3,0,1
86864,"Fontaine, Anne",6.9,142363,1
86945,"Fonteyne, Frédéric",6.9,347808,1
87006,"Forbes, Bryan",13.3,0,2
87113,"Ford, John (I)",39.6,27225685,5
87291,"Forman, Milos",31.9,167138348,4
87353,"Forouzesh, Ebrahim",6.9,0,1
87467,"Forsyth, Bill (I)",12.3,7286729,2
87499,"Forte, John (I)",5.8,61663,1
87513,"Fortenberry, John",9.6,47339599,2
87638,"Fosse, Bob",15.3,42851229,2
87706,"Foster, Harve",7.2,15495830,1
87721,"Foster, Jodie",6.3,17518220,1
87752,"Foster, Norman (I)",6.9,0,1
88176,"Foyt, Victoria",5.6,269904,1
88284,"Frakes, Jonathan",13.8,269000000,2
88430,"Francis, Dean (I)",5.8,0,1
88650,"Frank, Carol (I)",3.6,0,1
88759,"Frankel, David (I)",5.2,5221281,1
88781,"Frankenheimer, John",39.3,112157018,6
88807,"Franklin, Carl (I)",20.3,40782648,3
88823,"Franklin, Howard",5.2,8289972,1
88826,"Franklin, Jeff (I)",5.4,2622075,1
88848,"Franklin, Richard (I)",11.7,51533429,2
88851,"Franklin, Sidney (I)",14.6,0,2
89098,"Frawley, James",7.6,76657000,1
89150,"Frears, Stephen",47.6,90135778,7
89278,"Freedman, Jerrold",6.0,1293918,1
89308,"Freeland, Jason",5.7,3077,1
89403,"Freeman, Morgan J.",12.4,433188,2
89713,"Freund, Karl",14.8,0,2
89720,"Freundlich, Bart",5.8,458815,1
89812,"Fricke, Ron (I)",8.3,1250322,1
89864,"Friedberg, Rick",5.0,26906039,1
89872,"Friedenberg, Richard",7.0,119254,1
89882,"Friedkin, William",37.9,519710762,6
89944,"Friedman, Jeffrey (I)",7.6,1507800,1
90038,"Frieri, Christopher C.",7.5,0,1
90204,"Friðriksson, Friðrik Þór",6.9,337560,1
90419,"Frye, E. Max",5.3,9745803,1
90796,"Fukasaku, Kinji",7.4,14500000,1
90893,"Fulci, Lucio",6.1,0,1
91117,"Fuqua, Antoine",11.6,50425127,2
91135,"Furie, Sidney J.",22.0,50168216,5
91338,"Färberböck, Max",7.1,927107,1
91540,"Gabriel, Mike (I)",13.1,374011234,2
91694,"Gage, Beth",7.4,0,1
91699,"Gage, George",7.4,0,1
91838,"Gainville, René",6.5,0,1
92388,"Gallo, Vincent",7.3,2365931,1
92396,"Gallone, Carmine",5.5,0,1
92399,"Galloro, Antonio",0.0,0,1
93051,"Garci, José Luis",7.3,50037,1
93316,"Garcia, Risa Bramon",5.5,6851636,1
93823,"Gardner, Herb",6.3,222525,1
94214,"Garris, Mick",4.8,30524763,1
94515,"Gast, Leon",7.8,2666118,1
94601,"Gatlif, Tony",6.8,0,1
94760,"Gaup, Nils",4.6,0,1
95047,"Gazdag, Gyula",6.7,0,1
95442,"Geller, Daniel (I)",7.4,0,1
95735,"George, George W.",6.3,0,1
95767,"George, Peter (II)",3.0,0,1
95787,"George, Terry (I)",7.0,608032,1
96107,"Geronimi, Clyde",56.3,157156441,8
96851,"Gibbons, Rodney (I)",11.4,0,2
96927,"Gibson, Brian (I)",17.6,64229293,3
96982,"Gibson, Mel (I)",14.9,235170283,2
97310,"Gilbert, Brian (I)",13.3,2696235,2
97356,"Gilbert, Lewis (II)",13.2,395708099,2
97562,"Gillard, Stuart",4.6,42660000,1
97595,"Gillespie, Jim (I)",5.5,125586134,1
97642,"Gilliam, Terry",46.5,263260824,6
97726,"Gillstrom, Arvid E.",0.0,0,1
97921,"Ginsberg, Milton Moses",6.8,0,1
98095,"Girard, Bernard (I)",6.9,104812,1
98099,"Girard, François (I)",14.8,11040925,2
98451,"Glaser, Paul Michael",26.7,108503133,5
98528,"Glatter, Lesli Linka",12.3,27521875,2
98593,"Glebas, Francis",7.1,90874570,1
98630,"Glen, John (II)",22.7,506417600,4
98731,"Glimcher, Arne",6.2,36853222,1
99002,"Godard, Jean-Luc",35.0,255085,5
99032,"Goddard, Jim (I)",2.8,2209013,1
99240,"Goetz, Kevin (I)",0.0,0,1
99241,"Goetz, Michael (II)",0.0,0,1
99380,"Golan, Menahem",6.6,0,1
99447,"Goldbacher, Sandra",6.0,3719492,1
99484,"Goldberg, Eric (I)",13.5,436954343,2
99543,"Goldberger, Julian (I)",5.6,9623,1
99597,"Goldenberg, Michael",5.7,19030691,1
99626,"Goldfine, Dayna",7.4,0,1
99697,"Goldman, Gary (I)",25.6,198426358,4
99806,"Goldstein, Allan A.",4.2,1700929,1
99873,"Goldstone, James",6.0,222377,1
99883,"Goldthwait, Bobcat",5.0,115103,1
99897,"Goldwyn, Tony",6.4,4741987,1
100012,"Gomer, Steve",7.5,21144518,2
100138,"Gomez, Nick (I)",16.7,19755086,3
100853,"Goodhew, Philip",6.2,7100,1
100911,"Goodman, Jenniphr",6.5,4340373,1
101035,"Goodwins, Leslie",5.3,0,1
101246,"Gordon, Keith (I)",13.6,719780,2
101300,"Gordon, Robert (I)",5.8,0,1
101316,"Gordon, Steve (I)",6.7,88595661,1
101320,"Gordon, Stuart (I)",7.2,1861026,1
101488,"Gornick, Michael",5.6,14000000,1
101529,"Gorris, Marleen",13.9,8086889,2
101620,"Gosnell, Raja",14.5,281207183,3
101647,"Gosse, Bob",6.9,168462,1
101761,"Gottlieb, Michael (I)",4.5,13323625,1
101866,"Gould, Heywood",5.2,6971777,1
101904,"Goulding, Edmund",7.6,2594000,1
101963,"Goursaud, Anne",4.0,0,1
102268,"Graef Marino, Gustavo",7.0,0,1
102406,"Graham, Jordan (V)",0.0,0,1
102750,"Grant, James Edward",6.7,0,1
102984,"Graves, Alex (I)",5.5,0,1
103083,"Gray, F. Gary",20.6,112833173,3
103096,"Gray, James (I)",13.0,1978595,2
103109,"Gray, John (I)",5.1,46600000,1
103453,"Green, Jack N. (I)",6.0,500649,1
103481,"Green, Joseph (II)",3.7,0,1
103623,"Greenaway, Peter",33.8,10435255,5
103801,"Greengrass, Paul",6.5,71999,1
103845,"Greenspan, Bud",6.1,229128,1
103870,"Greenwald, Robert",6.3,76053,1
104077,"Greif, Leslie",5.1,0,1
104433,"Griffith, Charles B.",6.3,0,1
104964,"Grosbard, Ulu",12.1,16284274,2
106006,"Guest, Christopher (I)",20.2,27628759,3
106015,"Guest, Val",13.4,0,2
106208,"Guillermin, John",28.3,200637958,5
106836,"Gustad, Kaizad",0.0,0,1
106995,"Gutiérrez Alea, Tomás",14.0,2832283,2
107361,"Gyllenhaal, Stephen",11.7,8715553,2
107517,"Gómez Pereira, Manuel",6.6,0,1
107863,"Haas, George",4.2,94633,1
107880,"Haas, Philip",12.6,8231319,2
108073,"Hackford, Taylor",34.5,228903110,5
108434,"Haggard, Piers",4.4,2399109,1
108515,"Hahn, Don (I)",7.1,90874570,1
108594,"Haigney, Michael",10.1,129491585,2
108646,"Haines, Randa",12.2,47667168,2
108647,"Haines, Richard W.",5.3,0,1
108911,"Halicki, H.B.",6.4,601455,1
109169,"Hall, Peter (I)",4.9,6849998,1
109378,"Hallström, Lasse",28.1,125944001,4
109500,"Halvorson, Gary",5.5,11634458,1
109579,"Hamburg, John",5.8,21210,1
109735,"Hamilton, Guy (I)",27.5,355977836,4
109846,"Hamm, Nick",6.0,15546,1
110012,"Hampton, Christopher (I)",12.2,3348948,2
110171,"Hancock, John D.",5.8,18587135,1
110186,"Hand, David (I)",15.2,309634000,2
110234,"Handley, Jim (I)",7.8,25363371,1
110264,"Haneke, Thomas",7.7,269823,1
110316,"Hanke, Chris",4.5,0,1
110338,"Hanks, Tom",6.7,34585416,1
110373,"Hanlon, Mark (I)",6.1,10281,1
110667,"Hanson, Curtis (I)",34.7,333200248,5
111155,"Hardy, Rob (I)",3.4,1160268,1
111178,"Hare, David (I)",5.9,0,1
111350,"Harlin, Renny",41.1,811387749,7
111354,"Harling, Robert",5.5,12747242,1
111614,"Harrington, Curtis",6.1,0,1
111713,"Harris, Damian (I)",5.2,3700000,1
111867,"Harris, Monika",3.8,0,1
111907,"Harris, Scott (II)",6.0,0,1
112002,"Harrison, Greg (III)",5.9,1114943,1
112018,"Harrison, John (I)",5.9,16324573,1
112039,"Harrison, Matthew (I)",3.1,102739,1
112098,"Harron, Mary (I)",14.0,36080854,2
112288,"Hartley, Hal (I)",27.7,2624205,4
112490,"Harvey, Anthony (II)",7.0,0,1
112522,"Harvey, Herk",7.0,0,1
112593,"Has, Wojciech",7.7,118971,1
112712,"Hashimoto, Koji (I)",5.8,4116395,1
112768,"Haskin, Byron",7.1,0,1
112943,"Hata, Masami",7.0,1368000,1
112944,"Hata, Masanori (I)",7.0,13299749,1
113016,"Hathaway, Henry",20.8,131621742,3
113053,"Hatta, Kayo",6.6,1238905,1
113501,"Hawks, Howard",44.8,19417,6
113846,"Haynes, Todd",20.1,2175557,3
113927,"Haywood-Carter, Annette",5.8,258263,1
114029,"He, Ping",6.7,272232,1
114305,"Heckerling, Amy",30.6,202554104,5
114337,"Hedden, Rob",4.2,14335525,1
114412,"Hee, T.",15.4,44226930,2
114526,"Hegedus, Chris",7.4,901668,1
114567,"Heid, Graham",7.4,268000000,1
115048,"Hellman, Jaime",4.6,0,1
115256,"Henabery, Joseph",6.9,0,1
115505,"Henkel, Kim",2.9,94558,1
115673,"Henry, Buck",6.8,4192799,1
115803,"Henson, Brian",14.2,60890507,2
115808,"Henson, Jim (I)",21.5,55196629,3
115814,"Henson, Robby",6.9,50652,1
115963,"Herd, Kelli",6.0,5639,1
115990,"Herek, Stephen",29.6,504102144,5
116081,"Herman, Mark (I)",13.9,7155471,2
116276,"Hernandez, Tamara (I)",6.1,2303,1
116640,"Herrington, Rowdy",5.6,23798623,1
116726,"Hershey, Barry J.",6.0,10750,1
116735,"Hershman-Leeson, Lynn",4.8,0,1
116741,"Herskovitz, Marshall",7.0,4530929,1
116803,"Herz, Michael",14.4,1156527,3
116812,"Herzfeld, John",6.4,11090856,1
116822,"Herzog, Ed",5.4,0,1
116837,"Herzog, Werner (I)",28.8,105094,4
116937,"Hessler, Gordon",6.7,0,1
116956,"Heston, Fraser Clarke",11.4,26752695,2
117086,"Hewitt, Peter (I)",11.2,70095095,2
117107,"Hexter, Russ",6.7,26933,1
117168,"Heynemann, Laurent",6.5,50349,1
117224,"Hibler, Winston",6.5,0,1
117239,"Hickenlooper, George",13.3,0,2
117293,"Hickner, Steve",6.8,218613188,1
117295,"Hickox, Anthony (I)",10.1,12534961,2
117299,"Hickox, James D.R.",3.5,0,1
117351,"Hicks, Scott (I)",14.2,50189862,2
117352,"Hicks, Seymour",7.4,0,1
117761,"Hill, George Roy",22.4,278237221,3
117774,"Hill, Jack (I)",6.4,0,1
117873,"Hill, Robert F.",5.1,0,1
117905,"Hill, Tim (III)",6.1,16290976,1
117915,"Hill, Walter (I)",18.3,49104283,3
117957,"Hiller, Arthur",13.7,56217403,3
118102,"Hiltzik, Robert",5.9,0,1
118604,"Hitchcock, Alfred (I)",361.9,199969708,52
118759,"Ho, Meng Hua",5.4,15950,1
118882,"Hoblit, Gregory",21.7,149353518,3
118902,"Hoch, Danny",7.9,10791,1
119017,"Hodges, Mike (I)",20.7,10079796,3
119306,"Hoffman, Michael (I)",25.3,102774418,4
119383,"Hoffs, Tamar Simon",3.4,2700000,1
119427,"Hofmeyr, Gray",5.9,978500,1
119455,"Hogan, David (I)",3.1,3794000,1
119469,"Hogan, P.J.",13.2,356788605,2
119622,"Holden Jones, Amy",10.1,8538318,2
119730,"Holland, Agnieszka",26.4,33968521,4
119783,"Holland, Savage Steve",13.2,23729407,2
119789,"Holland, Todd (I)",4.6,7514883,1
119790,"Holland, Tom (I)",23.6,96336922,4
120137,"Holofcener, Nicole",6.5,1277257,1
120386,"Honda, Ishirô",12.9,3137520,2
120629,"Hooks, Kevin",10.0,32729351,2
120635,"Hool, Lance",10.4,11029311,2
120667,"Hooper, Tobe",29.6,96600802,5
120744,"Hopkins, Anthony (I)",5.7,0,1
120751,"Hopkins, Billy (I)",5.4,0,1
120788,"Hopkins, Stephen (I)",41.5,332998766,7
120819,"Hopper, Dennis",18.3,62890676,3
121203,"Horton, Peter (I)",7.5,2568429,1
121340,"Hosoda, Mamoru",5.2,16643191,1
121422,"Hotaling, Arthur",0.0,0,1
121483,"Hough, John (I)",11.8,0,2
121794,"Howard, Ron (I)",78.4,1111376555,12
121944,"Howitt, Peter (II)",6.7,11883495,1
122283,"Huang, George (I)",7.0,376928,1
122298,"Huang, Jianxin",6.7,59945,1
122540,"Hudlin, Reginald (I)",16.2,165360000,3
122575,"Hudson, Hugh",18.8,62752836,3
122753,"Hughes, Albert (I)",20.4,52387724,3
122755,"Hughes, Allen",20.4,52387724,3
122772,"Hughes, Bronwen",10.9,120427501,2
122830,"Hughes, Howard (I)",5.6,0,1
122854,"Hughes, John (I)",29.2,155583056,4
122935,"Hughes, Terry (I)",5.0,9689816,1
123047,"Hulbert, Jack",5.6,0,1
123150,"Humberstone, H. Bruce",6.2,0,1
123299,"Hung, Tran Anh",7.2,82620,1
123342,"Hunt, Bonnie",6.6,32662299,1
123402,"Hunt, Peter R. (I)",11.6,93475793,2
123404,"Hunt, Pixote",12.5,104545258,2
123538,"Hunter, Tim (I)",13.1,7057651,2
123726,"Hurtz, William T.",7.0,1368000,1
123871,"Huston, Anjelica",13.4,140426,2
123878,"Huston, John (I)",67.7,27236118,9
124034,"Hutton, Brian G.",15.1,3781350,2
124080,"Huyck, Willard",4.3,37962774,1
124171,"Hyams, Peter",46.7,517893362,8
124313,"Hytner, Nicholas",26.1,68860704,4
124389,"Hänsel, Marion",6.6,3350,1
124773,"Ichaso, Leon",6.8,388730,1
124781,"Ichikawa, Kon",7.5,0,1
124932,"Iglesia, Álex de la",7.4,15324,1
125256,"Iliopulos, Aris",5.7,0,1
125290,"Illsley, Mark",6.1,1943649,1
125482,"Inagaki, Hiroshi (I)",7.6,0,1
126016,"Ireland, Dan",11.9,136933,2
126123,"Irvin, John",25.7,12092360,4
126246,"Isacsson, Kris",4.6,20035310,1
126294,"Iscove, Robert",10.6,87997509,2
126616,"Israel, Neal",6.0,38435947,1
126692,"Itami, Jûzô",7.6,0,1
126992,"Ivory, James",54.4,77214203,8
127081,"Iwerks, Ub",7.6,0,1
127413,"Jackson, George (III)",4.5,19281235,1
127519,"Jackson, Mick (I)",23.0,570088741,4
127537,"Jackson, Peter (I)",28.8,32650974,4
127600,"Jackson, Wilfred (I)",80.0,258503040,11
127673,"Jacobs, Alan (I)",5.4,189509,1
127938,"Jacquot, Benoît",20.2,607453,3
128040,"Jaffrey, Madhur",5.4,299351,1
128080,"Jaglom, Henry",24.8,2155072,4
128261,"Jakubowska, Wanda",0.0,0,1
128528,"James, Steve (II)",14.4,8362801,2
128558,"Jameson, Jerry",9.7,37000000,2
128805,"Jankel, Annabel",3.8,20915465,1
128840,"Jann, Michael Patrick",6.3,10561238,1
129113,"Jarmusch, Jim",51.7,18008615,7
129118,"Jarnow, Al",0.0,0,1
129138,"Jarre, Kevin",7.7,56505065,1
129163,"Jarrott, Charles",5.2,0,1
129452,"Jaynes, Brian T.",0.0,0,1
129492,"Jean, Vadim",3.4,0,1
129821,"Jenkins, Tamara",6.4,5480318,1
130253,"Jeunet, Jean-Pierre",21.5,164602873,3
130286,"Jewison, Norman",54.1,201078702,8
130716,"Joanou, Phil",12.6,13605823,2
130807,"Joffe, Mark (I)",12.7,3376403,2
130820,"Joffé, Roland",25.6,64067326,4
131292,"Johnson, Hugh (I)",4.9,11227940,1
131348,"Johnson, John (I)",4.7,0,1
131391,"Johnson, Kenneth (I)",2.7,1686429,1
131444,"Johnson, Mark Steven",6.7,18252684,1
131508,"Johnson, Olivia N.",0.0,0,1
131523,"Johnson, Patrick Read",6.3,4821759,1
131633,"Johnson, Tim (V)",6.6,152346554,1
131689,"Johnston, Aaron Kim",5.9,121548,1
131735,"Johnston, Joe (I)",32.2,486378018,5
131749,"Johnston, Lorimer",0.0,0,1
132318,"Jones, Kirk (III)",7.1,43515982,1
132520,"Jones, Terry (I)",16.5,1875321,2
132575,"Jong, Ate de",5.3,13878334,1
132635,"Jonze, Spike",7.8,22858926,1
132697,"Jordan, Glenn (I)",6.4,494534,1
132718,"Jordan, Kevin (I)",7.1,277233,1
132732,"Jordan, Neil (I)",47.2,341081989,7
133024,"Jost, Jon",6.5,142721,1
133216,"Joyce, Maurice (I)",5.0,19421271,1
133347,"Judge, Mike (I)",14.4,73896054,2
133361,"Judson, Stephen",7.1,127990128,1
133424,"Julian, Rupert",7.7,0,1
133605,"Junger, Gil",7.0,38176108,1
133692,"Juran, Nathan",7.1,0,1
134302,"Kagan, Jeremy",6.8,2135577,1
134374,"Kahn, Cédric",6.3,36666,1
134667,"Kalatozov, Mikhail",7.8,160697,1
134935,"Kalvert, Scott",7.1,2424439,1
135227,"Kampmann, Steven",6.5,7467504,1
135331,"Kandel, Linda (I)",4.9,0,1
135473,"Kanew, Jeff",5.9,20961747,1
135547,"Kanganis, Charles T.",5.0,1945552,1
135566,"Kanievska, Marek (I)",6.1,5658940,1
135781,"Kaplan, Betty (I)",5.0,19710,1
135790,"Kaplan, Deborah (I)",6.3,25339117,1
135809,"Kaplan, Jonathan (I)",11.0,25354750,2
135849,"Kaplan, Yvette",6.6,63071133,1
135976,"Kapur, Shekhar",14.8,64412738,2
136172,"Karaszewski, Larry",5.3,7027345,1
136407,"Karmel, Pip",6.1,565193,1
136658,"Kasdan, Jake",6.8,1980338,1
136660,"Kasdan, Lawrence",40.7,125865395,6
136807,"Kass, Sam Henry",5.7,0,1
136839,"Kassovitz, Mathieu",14.2,625231,2
136840,"Kassovitz, Peter",6.2,4956401,1
136870,"Kastner, Daphna",4.6,11147,1
136899,"Kaszubowski, Jerzy",6.6,0,1
137056,"Katsapetses, Nick",7.8,0,1
137226,"Katzenberg, Jeffrey",6.6,50802661,1
137231,"Katzin, Lee H.",6.9,104812,1
137338,"Kaufman, Lloyd",19.7,1156527,4
137348,"Kaufman, Philip (I)",21.3,94602077,3
137425,"Kaurismäki, Mika",11.4,0,2
137722,"Kay, Stephen (III)",10.5,19425829,2
137773,"Kaye, Tony (I)",8.6,23875127,1
137787,"Kayne, Marcus",7.0,0,1
137826,"Kazan, Elia",47.2,17600000,6
137907,"Keach, James",6.2,99318,1
137985,"Keating, David (I)",6.3,0,1
137999,"Keaton, Buster",29.3,61145,4
138000,"Keaton, Diane",11.0,59809285,2
138190,"Keeve, Douglas",6.1,2875086,1
138254,"Keighley, William",8.0,0,1
138302,"Keitel, John",6.4,0,1
138538,"Kelley, John Patrick",6.0,10082,1
138579,"Kellman, Barnet",4.5,34488,1
138597,"Kellogg, David",6.3,104653131,2
138603,"Kellogg, Ray (I)",6.3,1000000,2
138697,"Kelly, Gene (I)",15.9,0,2
138830,"Kelly, Sarah (I)",6.3,5659,1
138998,"Kempner, Aviva",7.4,1703901,1
139358,"Kent, Charles (I)",5.6,0,1
139411,"Kenton, Erle C.",17.8,0,3
139630,"Kernochan, Sarah",6.3,780471,1
139708,"Kerrigan, Justin",6.7,104257,1
139740,"Kershner, Irvin",20.4,603660269,3
139808,"Keshishian, Alek",11.8,35056189,2
139852,"Kessler, Bruce",5.6,0,1
139873,"Kessler, Stephen (I)",5.7,36429528,1
140673,"Kiarostami, Abbas",7.5,311873,1
140752,"Kidron, Beeban",12.6,48057274,2
140837,"Kiersch, Fritz",5.4,14568989,1
140850,"Kieslowski, Krzysztof",31.3,8833240,4
140898,"Kijak, Stephen",6.6,0,1
141967,"King, Henry (I)",19.6,0,3
142117,"King, Robert Lee",12.8,889680,2
142138,"King, Stephen (I)",5.1,7188513,1
142160,"King, Zalman",13.1,2990323,3
142263,"Kinney, Jack",48.2,48308690,7
142288,"Kinoshita, Keisuke",7.7,0,1
142318,"Kinski, Klaus",5.2,0,1
142542,"Kirkland, Boyd",7.6,5588699,1
142557,"Kirkman, Tim",6.8,16875,1
142830,"Kitano, Takeshi",7.8,233986,1
142886,"Kitrosser, Martin",4.5,0,1
142980,"Kizer, R.J.",5.8,4116395,1
143071,"Klapisch, Cédric",6.8,1652472,1
143399,"Kleiser, Randal",35.3,533141850,6
143689,"Kloves, Steve",12.9,26312527,2
144427,"Koch, Chris (I)",4.7,60008303,1
144478,"Koch, Ulrike",6.9,146437,1
144644,"Koepp, David",12.5,24727935,2
144965,"Kokkinos, Ana",6.2,378667,1
145141,"Koller, Xavier (I)",6.0,3337685,1
145244,"Komack, James",4.2,20500327,1
145348,"Kon, Satoshi",7.6,99389,1
145362,"Konchalovskiy, Andrey",7.2,7936012,1
145757,"Kopple, Barbara",14.5,695611,2
145860,"Korine, Harmony",6.1,80226,1
146213,"Koster, Henry",20.8,0,3
146286,"Kotcheff, Ted",25.4,181510603,4
146404,"Kouf, Jim (I)",6.2,5790448,1
146598,"Kovalyov, Igor",5.6,100491683,1
146895,"Kragh-Jacobsen, Søren",7.0,585016,1
147021,"Kramer, Stanley",23.0,70000000,3
147307,"Kreihsl, Michael",7.4,0,1
147610,"Krishnamma, Suri",6.6,95254,1
147654,"Krishtofovich, Vyacheslav",6.7,145443,1
147677,"Kristersson, Mikael",7.4,31673,1
147890,"Kroschel, Steve",5.5,0,1
147948,"Krueger, Lisa (I)",6.8,502313,1
148294,"Kubrick, Stanley (I)",96.5,559377381,12
148389,"Kuehn, Andrew J.",5.8,43155,1
148405,"Kuenster, Dan",6.3,27100027,1
148884,"Kumble, Roger",6.8,75902208,1
149249,"Kurosawa, Akira",32.6,134612,4
149311,"Kurtzman, Robert",5.4,15719109,1
149366,"Kusama, Karyn",6.7,1523941,1
149415,"Kusturica, Emir",24.0,628675,3
149557,"Kuzui, Fran Rubel",5.4,16624456,1
149633,"Kwapis, Ken",20.9,46137774,4
149661,"Kwietniowski, Richard",6.9,2542264,1
150080,"L'Ecuyer, John",5.1,0,1
150089,"L'Herbier, Marcel",6.9,0,1
150113,"La Bruce, Bruce",6.0,127251,1
150115,"La Cava, Gregory",8.0,0,1
150200,"La Villa, Marco",0.0,0,1
150201,"La Villa, Mauro",0.0,0,1
150377,"LaBute, Neil",19.7,34867909,3
150640,"Laemmle, Ernst",7.7,0,1
150683,"Lafia, John",5.3,35763605,1
150838,"LaGravenese, Richard",6.4,12902790,1
150884,"Lahiff, Craig",5.7,44630,1
151240,"Laloux, René",14.9,0,2
151314,"Lam, Ringo",11.3,60034914,2
151499,"Lambert, Mary (I)",20.3,79791728,4
151749,"Lamy, Benoît",5.3,0,1
151963,"Landis, John (I)",56.7,354771405,9
152211,"Lang, Fritz (I)",31.0,55312,4
152245,"Lang, Otto (I)",6.5,0,1
152273,"Lang, Walter (I)",14.4,21300000,2
152726,"Lapine, James",5.2,12440858,1
152938,"Larkin, Christopher (I)",6.6,0,1
153377,"Lasseter, John",23.4,1002107856,3
153965,"Laven, Arnold",6.1,0,1
154021,"Lavin, Julianna",5.2,0,1
154286,"Lawrence, Martin (I)",5.0,34746109,1
154406,"Lawton, J.F.",5.6,6607652,1
154648,"Le Borg, Reginald",5.4,0,1
154746,"Le Moine, Yvan",5.9,6499,1
154885,"Leader, Anton",6.0,0,1
154945,"Lean, David (I)",32.8,215021910,4
155237,"Leconte, Patrice",14.6,4212325,2
155280,"Leder, Mimi",11.8,422815376,2
155385,"Lee III, M. David",3.9,0,1
155392,"Lee Thompson, J.",42.3,65301992,7
155431,"Lee, Ang",36.4,150915136,5
155535,"Lee, Daniel (II)",5.9,12491455,1
155721,"Lee, Iara",13.7,138425,2
155963,"Lee, Malcolm D.",5.9,34074895,1
156083,"Lee, Rowland V.",7.1,0,1
156102,"Lee, Sang Hwa",0.0,0,1
156165,"Lee, Spike",90.5,264511925,14
156634,"Lehmann, Michael (I)",23.9,48537534,4
156791,"Leifer, Neil",0.0,0,1
156822,"Leigh, Mike (I)",29.9,23894393,4
156841,"Leighton, Eric (I)",6.3,354248063,1
156904,"Leisen, Mitchell",6.5,7000000,1
156982,"Leitzes, Jennifer",6.2,0,1
157027,"Leker, Larry",5.0,8620500,1
